Citizen_ID,Age,Gender,Mode_of_Transport,Work_Hours,Shopping_Hours,Entertainment_Hours,Home_Energy_Consumption_kWh,Charging_Station_Usage,Carbon_Footprint_kgCO2,Steps_Walked,Calories_Burned,Sleep_Hours,Social_Media_Hours,Public_Events_Hours
1605,54,Female,EV,9,3,3,7.34,0,59.56,2494,489,4.4,1.5,1.9
1606,26,Female,Car,2,0,1,5.48,1,83.51,18285,1122,9.8,4.8,0.0
1607,41,Female,EV,5,2,1,9.62,1,96.36,1672,376,4.9,1.0,2.8
1608,52,Female,EV,7,1,3,7.75,0,81.34,9630,615,5.8,4.2,1.1
1609,66,Female,Public Transport,0,3,1,9.44,0,64.34,11268,1052,8.9,4.7,1.2
1610,52,Female,Car,0,2,0,6.22,0,54.4,1444,446,5.3,2.0,0.5
1611,65,Male,Walking,1,0,1,4.07,1,13.61,10157,793,5.5,1.9,1.1
1612,53,Male,Public Transport,5,4,3,2.42,0,98.59,12982,991,7.9,3.3,2.4
1613,35,Female,EV,8,4,0,7.81,1,44.51,9655,845,5.7,5.2,2.4
1614,66,Female,Bike,3,0,2,2.97,0,23.7,19582,1088,5.3,1.3,2.8
1615,56,Female,EV,2,0,3,4.42,0,70.0,3287,429,5.5,5.6,1.2
1616,49,Female,EV,7,4,3,6.26,0,35.59,12957,775,6.9,3.6,2.1
1617,41,Male,Car,9,2,2,6.52,1,62.72,5008,620,9.8,6.0,1.5
1618,40,Male,Car,8,4,3,6.8,0,62.81,12696,820,9.0,0.5,2.4
1619,49,Female,Public Transport,4,0,1,3.33,0,50.12,10104,627,5.7,0.8,2.1
1620,54,Male,Walking,8,3,2,5.04,0,85.25,1496,383,6.2,5.0,1.1
1621,29,Male,Public Transport,1,1,3,6.94,1,33.85,2463,268,6.8,5.2,1.0
1622,66,Female,Bicycle,2,3,2,9.76,1,50.38,13459,799,9.9,2.7,0.8
1623,30,Male,EV,6,3,2,7.82,0,58.39,17877,1018,5.0,4.3,1.7
1624,40,Female,Bike,6,0,2,9.38,1,69.73,18810,1305,6.1,5.2,2.9
1625,42,Male,EV,5,4,0,8.1,0,80.56,10884,818,8.4,0.3,0.6
1626,52,Female,EV,5,2,3,6.73,0,45.53,19177,1061,9.8,3.4,0.3
1627,58,Male,Public Transport,1,3,0,3.54,0,68.14,3723,596,4.9,5.1,0.4
1628,47,Male,Bike,9,4,3,7.33,0,23.55,18042,1323,5.4,2.4,2.3
1629,34,Male,Bike,5,2,1,6.99,1,93.94,5761,454,5.4,1.8,1.1
1630,66,Male,Bike,3,3,1,6.82,1,44.48,8630,665,4.1,4.8,0.7
1631,37,Male,Public Transport,2,2,1,5.92,0,75.66,17375,1022,7.6,2.0,1.1
1632,65,Male,EV,1,4,3,6.23,0,11.83,9741,617,8.0,0.0,1.9
1633,42,Female,Public Transport,0,1,2,4.68,1,28.47,5350,440,7.6,5.8,1.6
1634,39,Male,Car,4,4,2,6.15,1,53.84,1207,178,4.4,3.6,2.2
1635,30,Female,Car,1,0,0,3.58,0,89.04,5190,514,4.4,4.9,1.0
1636,36,Female,Public Transport,1,2,0,8.44,1,57.45,2883,580,5.3,5.0,1.4
1637,66,Female,Bike,6,1,1,3.49,0,93.69,3886,449,5.7,0.4,0.3
1638,53,Male,EV,7,2,0,2.68,0,53.54,17861,1139,8.7,1.0,0.2
1639,29,Female,Public Transport,9,2,3,5.49,1,54.14,9953,683,5.0,1.9,1.4
1640,58,Male,Public Transport,7,3,3,7.27,0,20.78,9381,588,4.3,1.9,0.9
1641,36,Male,Public Transport,3,0,0,5.5,0,82.24,14795,1107,6.4,4.0,1.8
1642,29,Other,Bicycle,0,2,0,4.21,0,32.23,18139,1338,6.5,3.7,0.1
1643,26,Male,Car,6,4,0,6.47,1,90.97,10638,673,6.7,3.0,0.4
1644,24,Female,Bike,0,4,0,4.78,1,91.97,5931,790,9.0,1.3,2.6
1645,45,Female,Walking,3,3,1,9.46,0,94.9,10855,1040,4.6,2.3,1.7
1646,31,Female,Bike,7,0,1,9.38,0,56.82,6724,741,8.2,3.3,2.1
1647,48,Female,Walking,1,0,0,6.02,0,70.94,13420,798,6.0,2.8,2.5
1648,69,Male,Bicycle,5,4,3,4.62,0,80.07,5060,612,5.9,0.8,1.4
1649,36,Male,Public Transport,5,1,1,7.9,0,21.79,5765,409,9.6,3.9,2.3
1650,64,Female,Bicycle,8,3,3,2.29,1,64.09,7553,851,5.5,0.4,1.6
1651,33,Male,Bicycle,4,3,2,5.8,0,13.09,8378,618,7.9,2.3,0.7
1652,22,Male,EV,9,4,3,4.69,0,54.78,19073,1091,5.7,4.3,1.0
1653,52,Male,Car,3,4,0,9.36,0,23.94,18700,1324,7.0,0.1,1.5
1654,29,Male,Walking,4,1,2,2.1,0,26.46,8130,858,8.7,3.4,1.0
1655,42,Male,Public Transport,9,1,1,6.42,1,42.85,4186,608,9.3,2.0,1.0
1656,69,Male,Walking,4,0,1,7.93,0,48.92,6789,608,9.0,0.1,1.0
1657,38,Female,Bike,7,3,2,5.88,0,66.09,17122,1251,7.5,1.1,0.4
1658,53,Female,Walking,9,3,3,2.68,0,16.7,18529,1378,5.5,5.6,0.3
1659,40,Female,Bike,7,4,1,9.78,0,55.33,8942,942,8.0,3.1,0.1
1660,33,Male,Car,1,0,0,6.14,0,26.44,8548,656,8.3,6.0,0.3
1661,56,Male,Bike,6,3,2,6.91,0,61.66,17944,1152,4.1,3.1,1.0
1662,62,Male,Walking,7,0,0,3.89,0,67.37,19296,1137,6.6,3.3,1.8
1663,59,Female,Walking,5,0,2,5.87,0,60.1,19248,1403,9.1,2.4,0.6
1664,56,Female,Bike,4,4,1,5.43,0,76.45,1296,253,6.9,1.9,2.7
1665,31,Male,Bicycle,8,0,3,2.6,0,40.2,3409,336,5.9,1.5,2.4
1666,48,Female,Car,2,1,2,2.85,1,78.86,2461,458,9.2,2.1,1.6
1667,22,Male,EV,9,1,2,8.7,0,48.95,3268,462,4.9,2.8,2.2
1668,52,Female,Public Transport,3,2,0,3.92,0,53.58,18378,1349,5.2,1.2,1.1
1669,40,Female,Walking,8,4,1,3.56,0,68.33,7554,703,8.1,1.3,0.1
1670,46,Female,Public Transport,5,2,0,6.04,0,11.65,17391,1316,6.1,1.6,2.7
1671,60,Female,EV,7,1,1,8.15,1,68.86,19899,1326,8.3,2.7,0.4
1672,28,Female,Public Transport,6,2,0,2.5,0,65.67,18801,1305,4.9,3.9,2.8
1673,35,Male,EV,1,4,2,6.61,1,37.89,19700,1170,5.5,5.1,1.7
1674,64,Female,Bike,2,4,0,2.95,0,17.72,8358,618,4.9,1.7,0.9
1675,29,Male,Bicycle,0,0,3,2.29,0,18.18,18671,1246,9.7,1.1,1.5
1676,26,Female,Walking,8,3,1,2.42,1,93.09,18502,1132,6.4,2.3,1.5
1677,27,Female,EV,6,0,1,8.67,0,72.04,8637,695,6.0,5.4,0.1
1678,61,Female,Public Transport,0,4,2,2.94,0,21.44,1660,273,4.1,0.1,1.1
1679,34,Male,Walking,2,1,1,2.36,0,42.11,9907,786,4.9,4.1,2.2
1680,55,Female,Bicycle,3,1,3,5.5,1,63.32,7922,830,6.5,2.9,1.5
1681,24,Female,Bike,3,0,0,8.75,0,85.2,12953,832,4.4,1.0,0.7
1682,63,Female,Walking,4,4,2,4.1,1,13.93,19913,1316,7.1,1.9,1.0
1683,30,Male,EV,2,1,3,5.37,0,31.3,4970,710,6.7,1.3,2.6
1684,57,Male,Bicycle,2,4,1,2.32,1,90.08,4407,420,8.6,5.3,1.6
1685,59,Male,Public Transport,0,1,1,5.59,0,10.82,10046,827,8.0,2.9,1.6
1686,26,Male,Bicycle,6,4,3,6.62,1,28.13,15547,1240,6.7,3.4,2.9
1687,67,Female,Bicycle,9,2,0,6.57,0,96.31,5760,447,5.3,3.6,1.0
1688,44,Male,Car,0,4,0,4.66,1,65.21,19281,1313,8.4,3.8,1.4
1689,19,Other,Bicycle,1,4,2,4.52,0,33.55,14465,870,8.2,3.0,2.4
1690,22,Male,Bicycle,3,0,1,2.85,0,16.03,5087,470,4.9,0.1,2.3
1691,46,Male,Walking,3,2,3,4.93,0,12.54,8607,756,9.5,2.0,0.8
1692,54,Female,Public Transport,4,3,0,2.8,0,32.03,5019,711,4.4,1.1,0.5
1693,55,Female,Walking,1,0,2,8.13,0,89.33,1815,222,4.3,4.1,2.1
1694,36,Female,Walking,3,3,1,9.73,1,47.43,13563,821,5.1,0.3,0.8
1695,25,Female,EV,0,1,1,9.76,1,74.83,14292,978,9.5,3.4,2.8
1696,65,Female,Walking,1,3,2,8.92,0,92.65,17158,1324,7.1,1.3,0.4
1697,62,Male,Car,0,4,2,6.81,1,46.72,1922,540,8.7,5.7,1.0
1698,18,Other,Car,9,3,0,7.61,0,27.21,13929,1087,5.4,2.0,0.2
1699,39,Other,EV,9,0,3,4.28,0,56.54,15925,1232,6.9,2.0,2.1
1700,69,Female,Bike,3,0,1,7.05,1,91.73,18648,1375,6.1,5.5,2.7
1701,34,Male,Public Transport,3,3,3,5.65,0,82.39,11979,1083,9.0,2.5,1.9
1702,24,Female,Public Transport,6,0,1,5.86,1,15.92,3722,572,4.1,5.8,2.8
1703,42,Male,Walking,9,0,1,8.06,0,72.33,6355,780,5.5,0.1,0.4
1704,62,Male,Walking,8,3,3,4.26,0,61.47,14301,1039,4.9,1.8,0.3
1705,21,Male,Bike,8,2,2,4.54,0,91.67,3550,562,9.2,4.0,2.5
1706,53,Male,Walking,4,2,0,9.4,0,21.02,12141,910,6.8,5.3,2.6
1707,23,Female,Public Transport,9,1,1,2.45,0,58.06,19057,1223,6.4,1.5,2.5
1708,48,Female,Bicycle,0,0,2,5.89,1,89.15,12284,725,6.7,5.6,2.4
1709,36,Female,Car,0,3,1,9.3,1,46.9,19050,1358,9.8,3.6,1.1
1710,61,Male,Bicycle,5,0,0,6.88,1,53.38,2384,339,9.1,4.8,0.7
1711,56,Male,Bicycle,1,4,1,6.37,0,16.34,9252,805,8.2,2.4,2.8
1712,44,Male,Public Transport,7,0,0,4.0,0,35.03,8238,662,5.7,1.3,0.9
1713,27,Other,Bicycle,8,0,0,4.75,0,39.21,7026,602,5.0,5.5,1.2
1714,43,Male,Bike,3,2,1,8.82,0,95.06,11482,861,9.5,5.6,2.1
1715,36,Female,EV,4,3,1,6.47,0,35.44,14801,1234,6.5,3.0,0.9
1716,56,Female,Walking,7,0,0,6.12,1,51.48,17120,968,5.7,0.0,2.5
1717,20,Male,EV,2,2,2,2.8,0,70.42,16580,1019,6.8,0.7,0.2
1718,62,Female,Car,4,1,3,2.13,0,24.6,9664,782,9.5,3.4,2.4
1719,30,Female,Walking,2,2,0,9.71,0,53.78,18342,1090,6.3,0.1,1.8
1720,67,Female,Bicycle,9,2,1,5.02,0,76.47,1493,429,7.4,2.4,1.7
1721,45,Female,Car,2,2,1,6.83,0,88.02,17465,1248,8.8,1.8,1.4
1722,37,Male,Walking,2,0,2,2.64,1,66.36,7999,826,6.6,4.3,0.8
1723,45,Male,Bike,6,0,3,7.46,0,70.21,14833,1169,5.4,0.3,1.4
1724,25,Female,Bike,6,1,0,9.46,1,21.37,3970,368,10.0,2.9,1.4
1725,58,Female,Bike,6,4,0,6.61,0,95.12,1011,227,9.7,3.5,1.8
1726,56,Male,Bike,9,4,3,3.01,0,21.93,16551,1210,9.1,3.7,0.8
1727,18,Female,Bicycle,7,4,0,6.65,0,79.72,18145,1136,8.1,2.4,0.2
1728,20,Female,EV,4,1,3,8.13,1,33.83,4185,685,5.8,1.8,0.4
1729,30,Female,Walking,4,4,1,5.25,1,94.02,17409,1012,9.5,4.1,2.1
1730,45,Male,Bicycle,3,4,3,9.04,0,74.8,2806,247,5.7,5.1,0.1
1731,66,Female,Bike,6,2,0,7.19,0,77.84,6664,445,8.8,4.2,2.6
1732,42,Female,EV,9,0,3,9.19,0,29.72,15126,1068,9.5,5.6,2.1
1733,50,Male,Car,3,0,2,6.99,0,49.87,13894,904,7.6,4.3,2.3
1734,55,Male,Car,1,2,1,3.05,1,65.6,6154,697,8.8,4.6,2.5
1735,23,Other,Car,3,2,1,4.48,0,79.3,14767,860,8.8,1.0,0.4
1736,61,Male,Bike,7,2,3,3.61,0,19.36,16226,1212,5.2,2.5,2.5
1737,62,Female,Car,8,0,0,9.27,0,96.61,2525,479,8.0,2.9,1.5
1738,49,Female,Public Transport,2,4,2,8.08,0,90.12,1760,202,4.6,1.5,2.7
1739,62,Male,Walking,6,2,1,7.41,0,34.33,17978,1127,7.0,3.2,2.7
1740,64,Female,Walking,8,1,1,4.41,0,84.05,14880,904,5.0,1.7,0.1
1741,38,Male,Bike,3,2,0,3.47,1,56.65,2055,316,6.5,4.1,1.1
1742,33,Female,Public Transport,9,3,0,8.05,1,51.56,11046,971,9.0,2.8,1.6
1743,38,Male,Bicycle,2,2,2,5.79,0,38.3,4083,611,9.9,2.8,2.0
1744,28,Female,Bicycle,4,0,3,3.81,1,62.29,16678,1257,5.9,5.9,0.9
1745,54,Male,Car,0,2,0,6.93,0,75.69,13108,821,7.2,2.4,0.8
1746,53,Male,EV,2,3,3,2.32,0,46.98,10650,880,7.1,2.2,1.1
1747,52,Other,Bicycle,7,1,2,4.61,0,66.63,6957,621,9.7,1.9,1.5
1748,36,Male,EV,7,4,3,5.75,0,72.94,6255,750,6.9,5.4,2.9
1749,37,Female,Walking,3,2,1,3.18,0,74.0,10411,621,8.2,3.0,2.3
1750,35,Male,EV,1,3,3,9.88,0,14.68,17344,1138,9.5,3.6,1.3
1751,64,Female,Walking,7,3,2,3.67,0,87.38,10691,967,6.2,1.1,0.2
1752,58,Male,Public Transport,7,1,2,3.04,1,51.24,19214,1343,9.4,3.2,0.5
1753,66,Other,Public Transport,9,0,2,3.63,0,33.62,4395,372,9.5,1.6,1.4
1754,31,Male,Bike,3,2,3,8.15,0,31.76,2203,276,9.6,4.4,2.4
1755,32,Male,Bike,2,3,1,5.4,0,53.47,4044,403,5.6,5.0,1.1
1756,48,Male,Car,1,1,0,6.52,0,89.81,8272,632,6.4,4.3,1.6
1757,18,Male,Bicycle,8,4,1,2.17,0,44.05,4514,515,9.2,4.4,2.7
1758,20,Female,Car,0,3,3,2.28,1,77.48,10990,952,6.2,3.1,2.7
1759,33,Male,Walking,6,1,3,5.57,0,18.71,7192,505,7.6,4.3,0.6
1760,40,Female,Car,4,0,0,8.53,0,52.85,11767,909,4.7,2.5,0.1
1761,28,Male,EV,7,0,3,9.08,0,99.25,17528,996,4.3,3.9,0.9
1762,29,Male,Walking,3,3,2,2.69,0,79.34,8507,682,6.5,1.6,2.1
1763,27,Female,Bike,6,3,2,6.31,0,28.95,5857,739,7.5,0.4,2.9
1764,49,Female,Public Transport,4,2,2,9.31,0,55.13,13118,913,6.4,2.5,0.2
1765,33,Male,Bike,4,1,2,5.1,0,31.03,18761,1414,7.5,2.8,0.1
1766,25,Male,Bicycle,8,3,2,8.64,0,46.86,4146,678,7.1,1.5,2.7
1767,55,Male,Walking,8,2,3,3.07,0,80.21,18177,1242,8.1,4.4,2.2
1768,29,Female,Walking,8,2,0,9.48,1,79.41,6756,586,7.9,0.4,3.0
1769,41,Female,EV,5,3,0,8.01,0,30.53,5414,626,6.5,1.3,1.2
1770,45,Male,Bicycle,5,0,2,9.53,1,93.0,18494,1188,6.5,4.5,1.2
1771,25,Female,Public Transport,4,1,3,7.41,1,63.33,4937,422,4.8,2.6,0.5
1772,45,Female,Walking,8,1,1,4.91,0,44.19,4963,432,7.1,4.2,0.3
1773,53,Female,Walking,9,0,1,9.51,0,55.17,6897,489,7.5,3.4,1.7
1774,43,Female,EV,7,3,3,4.2,0,64.46,9974,990,6.9,5.7,1.1
1775,25,Male,Car,6,1,2,4.66,0,60.39,15377,914,6.0,3.6,0.2
1776,67,Male,Public Transport,6,3,0,7.61,0,53.78,18500,1237,8.3,0.1,2.7
1777,45,Male,Bike,5,3,3,8.12,1,55.44,17056,1010,4.4,2.1,0.6
1778,45,Male,Bicycle,4,2,1,9.44,1,25.88,2750,290,9.5,0.9,2.2
1779,54,Female,Walking,3,0,1,3.64,0,83.15,5027,692,4.1,5.5,0.8
1780,58,Female,Walking,2,3,1,8.38,0,58.76,12528,737,9.8,0.6,2.4
1781,53,Male,Bike,2,4,2,7.91,0,21.8,6745,628,6.8,2.3,0.4
1782,44,Male,Public Transport,5,0,1,2.51,1,78.95,10679,638,6.5,1.4,2.3
1783,34,Male,Car,3,1,3,5.1,0,93.92,6938,754,5.5,5.1,0.3
1784,26,Female,Walking,5,2,3,4.26,0,95.26,13150,900,4.1,1.9,1.3
1785,50,Male,Public Transport,2,1,1,4.44,1,43.21,14406,1165,5.6,6.0,2.2
1786,37,Female,Bike,3,1,3,9.86,0,22.2,18743,1297,4.7,0.2,0.5
1787,30,Male,EV,8,0,1,7.14,1,56.66,5853,464,8.0,0.8,0.9
1788,45,Male,Car,4,1,1,7.74,0,20.13,19325,1239,5.9,1.3,2.6
1789,65,Other,Bicycle,6,3,0,9.81,0,94.06,4148,538,8.6,4.9,2.7
1790,46,Other,Walking,9,1,2,5.02,1,26.52,17243,1231,5.2,5.3,0.1
1791,30,Male,Public Transport,1,2,2,8.41,0,32.75,8933,907,9.4,0.4,0.5
1792,63,Female,EV,4,2,0,5.48,0,46.6,10436,842,7.1,0.2,0.4
1793,52,Female,Bicycle,8,4,0,8.96,0,44.48,18669,1084,4.7,4.5,0.5
1794,23,Female,Public Transport,2,2,2,3.45,0,81.52,7474,588,6.4,0.8,2.9
1795,35,Male,Public Transport,8,1,1,9.58,0,51.07,15679,908,5.2,0.8,1.7
1796,68,Female,Bicycle,5,2,1,3.75,0,25.37,12228,763,5.2,0.1,1.4
1797,22,Female,EV,3,0,2,4.61,0,34.05,1770,552,7.0,0.3,3.0
1798,64,Female,Bike,6,2,1,8.05,0,55.82,2843,270,8.0,1.6,1.7
1799,42,Male,EV,7,3,0,5.15,1,23.27,1073,171,9.5,0.4,2.0
1800,19,Male,Car,5,0,1,6.87,1,65.05,19044,1354,7.0,2.2,1.0
1801,27,Male,Walking,4,4,1,5.56,0,60.92,17059,1343,9.8,5.0,1.1
1802,47,Female,Bicycle,5,3,3,7.94,0,74.32,9000,828,9.6,2.0,1.8
1803,67,Male,Bike,4,1,3,3.83,0,94.39,14273,929,9.2,4.4,0.2
1804,62,Female,Bicycle,7,1,3,2.47,0,92.1,17121,1061,7.0,0.6,0.8
1805,22,Other,Bicycle,0,1,1,4.4,1,95.15,1331,474,4.8,4.0,0.6
1806,50,Male,EV,6,3,2,5.79,1,32.02,18805,1266,5.3,1.9,0.0
1807,18,Female,Walking,9,3,0,3.34,0,21.84,8512,876,7.9,4.5,1.6
1808,35,Male,Car,9,3,1,4.84,0,37.2,5931,581,6.5,0.8,1.7
1809,49,Female,Public Transport,1,0,2,5.2,0,90.56,13742,1047,4.9,5.4,1.2
1810,64,Male,Public Transport,8,0,1,2.46,0,97.48,14426,836,6.9,1.5,0.8
1811,66,Female,Bicycle,0,1,0,6.67,0,87.34,6113,677,4.1,2.1,2.0
1812,28,Female,Walking,9,2,1,9.07,1,19.9,9419,729,8.4,5.7,0.4
1813,38,Female,Bike,5,1,0,3.21,1,95.27,3881,651,4.4,3.5,1.6
1814,43,Female,EV,8,4,1,6.78,0,48.1,14145,1056,7.8,2.2,2.3
1815,42,Female,Walking,0,0,0,7.32,0,10.84,14556,1050,8.8,5.7,0.5
1816,39,Female,Walking,3,3,1,5.35,1,49.82,3575,533,4.8,2.0,2.3
1817,44,Female,EV,3,0,0,7.61,0,14.15,13714,964,7.1,0.6,2.3
1818,66,Female,Bicycle,8,3,3,5.29,0,58.95,7185,478,8.7,6.0,0.2
1819,30,Male,Walking,4,4,1,6.04,0,40.47,9656,693,5.6,1.6,0.1
1820,50,Female,Public Transport,4,4,1,2.06,1,52.61,6741,556,5.0,5.1,2.9
1821,51,Female,EV,5,0,2,7.53,0,65.19,17661,1176,6.0,1.0,0.6
1822,58,Female,Bike,0,3,2,7.29,0,88.19,1065,263,7.3,4.4,2.5
1823,52,Male,Car,0,4,0,2.31,1,69.57,5262,572,7.5,3.1,1.7
1824,18,Female,Bicycle,8,1,1,4.95,1,49.06,6704,435,4.8,5.9,0.8
1825,38,Male,EV,2,1,0,9.83,1,83.75,16355,974,6.7,3.3,0.4
1826,65,Female,Car,3,3,3,5.37,0,91.5,9594,671,5.6,0.2,1.5
1827,23,Male,Car,0,0,2,6.02,0,20.78,13175,978,9.1,3.6,1.2
1828,45,Female,Bike,8,4,0,9.28,1,57.87,13696,994,5.9,0.9,2.1
1829,34,Other,Walking,7,0,0,7.74,1,35.61,7255,693,9.0,4.8,2.7
1830,22,Male,Bike,1,1,2,6.66,0,14.24,8441,783,6.6,5.1,2.4
1831,48,Other,Walking,7,4,1,8.38,0,70.17,15986,1262,8.4,2.9,0.8
1832,22,Male,Walking,6,0,0,8.91,1,87.65,14350,919,7.1,4.7,2.6
1833,55,Female,EV,5,2,2,5.66,1,24.66,15440,921,7.7,0.9,2.5
1834,20,Female,EV,0,3,1,5.8,0,83.12,8960,921,6.4,3.0,2.8
1835,40,Female,Bicycle,6,3,3,5.09,0,86.81,18821,1150,8.6,2.4,1.4
1836,54,Female,Walking,9,2,2,9.73,0,92.29,14665,920,6.6,3.7,2.3
1837,54,Female,Car,6,1,0,7.58,0,33.88,7629,500,6.7,0.3,1.8
1838,27,Male,Public Transport,8,4,3,2.67,0,91.36,14828,854,7.1,4.5,0.9
1839,27,Male,Bicycle,0,3,1,8.9,0,38.86,5541,509,9.0,0.5,3.0
1840,36,Female,EV,1,2,1,5.84,0,59.71,8876,838,8.0,3.9,0.1
1841,34,Female,Bike,8,2,2,2.55,0,14.55,14311,848,6.1,0.1,0.5
1842,38,Female,Bicycle,8,1,2,6.4,0,13.95,15588,1258,8.0,5.0,2.7
1843,31,Female,Bicycle,5,1,2,5.34,1,74.83,17648,1189,7.9,1.0,0.2
1844,26,Male,Bicycle,5,0,1,9.02,0,50.0,13380,1069,9.6,3.1,2.7
1845,63,Female,Bicycle,3,3,3,3.63,0,33.07,10877,841,9.0,1.6,2.1
1846,18,Male,Public Transport,3,0,1,8.61,1,27.14,18818,1119,7.9,4.3,0.1
1847,68,Female,Bike,4,2,0,6.46,0,70.3,6097,474,6.0,1.9,1.3
1848,62,Male,Bike,2,4,1,2.44,1,10.04,19044,1206,8.7,4.3,2.3
1849,30,Male,Bike,0,4,0,9.77,1,82.53,19738,1163,7.5,1.7,1.7
1850,21,Male,Walking,0,1,3,6.1,0,17.13,7461,550,9.9,4.5,2.8
1851,18,Male,Car,6,4,2,4.33,1,27.23,8044,673,5.5,0.2,2.6
1852,66,Female,Bike,0,4,2,5.76,0,44.76,6497,712,4.5,1.7,1.0
1853,57,Male,Bicycle,0,4,1,8.86,0,53.64,14751,869,4.4,3.0,0.3
1854,49,Male,Bicycle,2,2,2,4.44,0,41.95,10304,914,7.8,0.3,2.8
1855,51,Male,Bike,9,4,3,3.54,0,38.86,11426,946,9.6,1.1,1.6
1856,45,Male,Bike,3,4,2,3.03,1,96.75,12058,1068,4.0,5.6,0.2
1857,48,Male,Bicycle,3,4,1,4.38,0,67.74,12260,719,8.4,5.9,2.4
1858,25,Male,Walking,1,0,3,8.24,0,12.11,19563,1237,7.9,4.4,2.6
1859,56,Female,EV,0,2,0,5.77,0,48.72,1634,420,8.4,1.5,1.9
1860,43,Female,EV,2,1,1,3.82,0,88.75,11057,675,6.1,1.6,1.3
1861,51,Female,Bike,3,0,0,3.33,0,37.13,14345,1030,8.9,3.9,2.0
1862,20,Male,Public Transport,2,3,3,4.66,0,18.51,11147,726,4.3,0.7,2.1
1863,67,Male,Bike,7,2,1,9.52,1,78.25,19602,1447,8.5,5.7,2.7
1864,29,Female,Bike,9,2,1,4.74,0,64.54,2389,434,5.6,1.3,2.9
1865,18,Female,EV,0,3,3,9.9,1,61.33,14071,906,6.9,6.0,1.5
1866,61,Male,Bicycle,1,3,2,5.88,0,14.82,12322,930,8.9,3.0,2.4
1867,22,Male,Bike,6,3,1,3.43,1,22.64,5276,416,5.6,4.6,2.9
1868,47,Male,Bicycle,3,1,1,9.13,1,66.03,13306,1058,5.1,0.0,0.5
1869,47,Male,Bicycle,7,4,0,5.68,0,28.7,2249,541,8.1,5.3,0.1
1870,34,Male,Public Transport,2,2,2,7.68,0,55.37,18629,1366,7.2,1.6,2.6
1871,65,Female,Bicycle,5,4,0,9.87,1,59.04,9245,764,7.1,4.0,0.6
1872,64,Female,EV,8,4,0,2.4,0,35.52,12102,992,5.5,4.8,0.1
1873,40,Female,Walking,0,3,2,2.77,1,95.36,17226,1005,4.2,1.0,0.5
1874,32,Female,Walking,0,1,2,7.76,0,85.82,11588,995,6.5,2.7,1.2
1875,54,Female,Car,7,0,3,4.25,0,75.01,1442,369,4.6,3.0,0.7
1876,38,Female,Bike,2,1,2,3.47,0,17.02,7976,713,9.4,1.9,0.9
1877,31,Female,EV,4,4,1,2.31,1,19.55,5675,691,4.2,2.9,2.9
1878,19,Male,Bicycle,0,1,2,2.17,0,54.35,12803,1123,6.6,1.9,2.1
1879,28,Male,Walking,4,3,3,8.2,1,24.46,8953,878,4.3,2.2,2.1
1880,68,Male,EV,5,0,3,3.08,1,98.04,5377,551,4.6,4.0,0.3
1881,56,Female,Walking,7,3,3,5.74,0,24.27,11599,705,8.0,3.8,2.2
1882,55,Female,Bicycle,2,0,2,6.85,0,53.87,8058,667,7.9,1.4,2.2
1883,51,Male,Walking,2,4,2,5.43,1,42.77,18206,1327,4.2,5.4,2.0
1884,55,Female,Bike,9,0,0,2.22,0,67.54,12894,1017,4.0,5.2,0.7
1885,67,Male,Bike,8,0,0,8.27,1,21.61,3939,678,4.5,3.1,1.3
1886,51,Female,Car,3,0,1,2.08,0,48.73,2031,565,8.6,2.6,2.5
1887,35,Male,Car,3,1,0,8.1,0,34.72,11208,762,7.5,2.3,2.0
1888,47,Male,Walking,6,1,1,9.15,1,89.9,1562,510,4.2,4.2,2.2
1889,32,Female,EV,1,4,3,5.46,0,13.65,11730,1058,6.9,4.0,1.8
1890,44,Male,Bike,7,0,0,6.28,0,92.24,17724,1089,8.3,1.2,1.3
1891,68,Male,EV,5,2,2,5.82,0,84.97,17152,1201,9.2,4.0,2.3
1892,51,Male,EV,2,4,0,5.11,0,36.78,14998,1153,9.6,1.5,0.2
1893,69,Female,Walking,8,0,1,9.1,0,81.04,19680,1252,6.0,0.1,2.0
1894,55,Female,EV,4,0,0,9.15,1,12.81,17618,1095,4.8,4.2,3.0
1895,50,Male,Bike,7,1,3,4.69,0,97.02,10308,755,5.4,3.9,2.3
1896,41,Female,Bicycle,6,4,2,6.92,0,57.39,10609,985,8.7,2.5,0.9
1897,32,Female,Car,7,0,1,9.42,0,37.3,18675,1157,9.8,3.2,0.8
1898,47,Male,Bicycle,6,0,2,9.7,0,42.63,9720,610,6.8,5.7,2.0
1899,59,Male,EV,2,4,2,6.07,0,15.98,11172,851,5.8,3.6,2.7
1900,68,Male,Bicycle,1,2,1,5.62,1,99.04,15457,1255,6.6,3.9,1.7
1901,34,Male,Bike,6,4,2,4.23,1,13.54,3939,395,5.8,0.4,1.6
1902,22,Female,Bike,2,4,2,9.67,0,68.94,15345,871,5.5,1.0,0.5
1903,46,Male,EV,2,2,0,3.14,0,49.85,17158,975,7.6,1.8,2.1
1904,21,Female,Walking,1,4,2,6.64,0,95.4,6435,590,4.1,3.2,2.1
1905,27,Female,Bicycle,3,0,2,4.26,0,32.14,6392,692,5.6,4.7,2.9
1906,34,Male,Walking,7,4,2,4.23,0,57.89,8972,801,8.0,1.9,0.9
1907,27,Female,Walking,0,2,2,5.24,0,53.41,18617,1150,4.2,2.1,2.3
